timestamp,experiment_id,arm,run_id,purpose,model,input_tokens,output_tokens,reasoning_tokens,cached_tokens,cost_usd,cost_source,cache_hit
2026-09-22T20:53:38,A2,gemini_flash_lite,A2__gemini_flash_lite__lh-01-pre__t2,agent,google/gemini-2.5-flash-lite,926,475,355,0,0.0002826,reported,0
2026-09-22T20:53:41,A2,gemini_flash_lite,A2__gemini_flash_lite__lh-01-pre__t2,agent,google/gemini-2.5-flash-lite,1392,1057,382,0,0.000562,reported,0
2026-09-22T20:53:43,A2,gemini_flash_lite,A2__gemini_flash_lite__acc-01-pre__t2,agent,google/gemini-2.5-flash-lite,857,280,265,0,0.0001977,reported,0
2026-09-22T20:53:45,A2,gemini_flash_lite,A2__gemini_flash_lite__acc-01-pre__t2,agent,google/gemini-2.5-flash-lite,1140,373,346,0,0.0002632,reported,0
2026-09-22T20:53:48,A2,gemini_flash_lite,A2__gemini_flash_lite__acc-01-pre__t2,agent,google/gemini-2.5-flash-lite,1299,567,336,0,0.0003567,reported,0
2026-09-22T20:53:50,A2,gemini_flash_lite,A2__gemini_flash_lite__off-01-run1__t2,agent,google/gemini-2.5-flash-lite,879,476,380,0,0.0002783,reported,0
2026-09-22T20:53:53,A2,gemini_flash_lite,A2__gemini_flash_lite__off-01-run1__t2,agent,google/gemini-2.5-flash-lite,1648,844,328,0,0.0005024,reported,0
2026-09-22T20:56:15,A2,gemini_flash_lite,A2__gemini_flash_lite__lck-01-cor__t3,agent,google/gemini-2.5-flash-lite,870,326,297,0,0.0,cache,1
2026-09-22T20:56:15,A2,gemini_flash_lite,A2__gemini_flash_lite__lck-01-cor__t3,agent,google/gemini-2.5-flash-lite,1015,658,388,0,0.0,cache,1
2026-09-22T20:56:15,A2,gemini_flash_lite,A2__gemini_flash_lite__lh-01-pre__t3,agent,google/gemini-2.5-flash-lite,0,0,0,0,0.0,cache,1
2026-09-22T20:56:15,A2,gemini_flash_lite,A2__gemini_flash_lite__lh-01-pre__t3,agent,google/gemini-2.5-flash-lite,926,475,355,0,0.0,cache,1
2026-09-22T20:56:15,A2,gemini_flash_lite,A2__gemini_flash_lite__lh-01-pre__t3,agent,google/gemini-2.5-flash-lite,1392,1057,382,0,0.0,cache,1
2026-09-22T20:56:15,A2,gemini_flash_lite,A2__gemini_flash_lite__acc-01-pre__t3,agent,google/gemini-2.5-flash-lite,857,280,265,0,0.0,cache,1
2026-09-22T20:56:15,A2,gemini_flash_lite,A2__gemini_flash_lite__acc-01-pre__t3,agent,google/gemini-2.5-flash-lite,1140,373,346,0,0.0,cache,1
2026-09-22T20:56:15,A2,gemini_flash_lite,A2__gemini_flash_lite__acc-01-pre__t3,agent,google/gemini-2.5-flash-lite,1299,567,336,0,0.0,cache,1
2026-09-22T20:56:15,A2,gemini_flash_lite,A2__gemini_flash_lite__off-01-run1__t3,agent,google/gemini-2.5-flash-lite,879,476,380,0,0.0,cache,1
2026-09-22T20:56:15,A2,gemini_flash_lite,A2__gemini_flash_lite__off-01-run1__t3,agent,google/gemini-2.5-flash-lite,1648,844,328,0,0.0,cache,1
2026-09-22T21:05:45,A2,gpt5mini_low,A2__gpt5mini_low__lck-01-cor__t1,agent,openai/gpt-5-mini,973,77,113,0,0.00039725,reported,0
2026-09-22T21:05:46,A2,gpt5mini_low,A2__gpt5mini_low__lck-01-cor__t1,agent,openai/gpt-5-mini,1080,26,0,0,0.000322,reported,0
2026-09-22T21:05:50,A2,gpt5mini_low,A2__gpt5mini_low__lck-01-cor__t1,agent,openai/gpt-5-mini,1181,45,96,1024,0.00015485,reported,0
2026-09-22T21:05:53,A2,gpt5mini_low,A2__gpt5mini_low__lck-01-cor__t1,agent,openai/gpt-5-mini,1473,88,64,1024,0.00031385,reported,0
2026-09-22T21:05:58,A2,gpt5mini_low,A2__gpt5mini_low__lck-01-cor__t1,agent,openai/gpt-5-mini,1593,357,128,1408,0.00079545,reported,0
2026-09-22T21:06:02,A2,gpt5mini_low,A2__gpt5mini_low__lh-01-pre__t1,agent,openai/gpt-5-mini,1008,78,108,0,0.000408,reported,0
2026-09-22T21:06:04,A2,gpt5mini_low,A2__gpt5mini_low__lh-01-pre__t1,agent,openai/gpt-5-mini,1110,27,0,0,0.0003315,reported,0
2026-09-22T21:06:05,A2,gpt5mini_low,A2__gpt5mini_low__lh-01-pre__t1,agent,openai/gpt-5-mini,1220,26,0,1024,0.0001266,reported,0
2026-09-22T21:06:06,A2,gpt5mini_low,A2__gpt5mini_low__lh-01-pre__t1,agent,openai/gpt-5-mini,1312,27,0,1152,0.0001228,reported,0
2026-09-22T21:06:07,A2,gpt5mini_low,A2__gpt5mini_low__lh-01-pre__t1,agent,openai/gpt-5-mini,1387,28,0,1280,0.00011475,reported,0
2026-09-22T21:06:11,A2,gpt5mini_low,A2__gpt5mini_low__lh-01-pre__t1,agent,openai/gpt-5-mini,1476,63,108,1280,0.000207,reported,0
2026-09-22T21:06:16,A2,gpt5mini_low,A2__gpt5mini_low__lh-01-pre__t1,agent,openai/gpt-5-mini,1908,220,192,1408,0.0006002,reported,0
2026-09-22T21:06:24,A2,gpt5mini_low,A2__gpt5mini_low__lh-01-pre__t1,agent,openai/gpt-5-mini,2029,613,256,1792,0.00133005,reported,0
2026-09-22T21:06:27,A2,gpt5mini_low,A2__gpt5mini_low__acc-01-pre__t1,agent,openai/gpt-5-mini,960,60,108,0,0.00036,reported,0
2026-09-22T21:06:33,A2,gpt5mini_low,A2__gpt5mini_low__acc-01-pre__t1,agent,openai/gpt-5-mini,1262,171,128,0,0.0006575,reported,0
2026-09-22T21:06:34,A2,gpt5mini_low,A2__gpt5mini_low__acc-01-pre__t1,agent,openai/gpt-5-mini,1388,27,0,1152,0.0001418,reported,0
2026-09-22T21:06:40,A2,gpt5mini_low,A2__gpt5mini_low__acc-01-pre__t1,agent,openai/gpt-5-mini,1497,376,192,1280,0.00083825,reported,0
2026-09-22T21:06:43,A2,gpt5mini_low,A2__gpt5mini_low__off-01-run1__t1,agent,openai/gpt-5-mini,982,67,104,0,0.0003795,reported,0
2026-09-22T21:06:44,A2,gpt5mini_low,A2__gpt5mini_low__off-01-run1__t1,agent,openai/gpt-5-mini,1083,27,0,0,0.00032475,reported,0
2026-09-22T21:06:45,A2,gpt5mini_low,A2__gpt5mini_low__off-01-run1__t1,agent,openai/gpt-5-mini,1183,26,0,1024,0.00011735,reported,0
2026-09-22T21:06:47,A2,gpt5mini_low,A2__gpt5mini_low__off-01-run1__t1,agent,openai/gpt-5-mini,1283,27,0,1152,0.00011555,reported,0
2026-09-22T21:06:49,A2,gpt5mini_low,A2__gpt5mini_low__off-01-run1__t1,agent,openai/gpt-5-mini,1358,26,0,1152,0.0001323,reported,0
2026-09-22T21:06:50,A2,gpt5mini_low,A2__gpt5mini_low__off-01-run1__t1,agent,openai/gpt-5-mini,1479,22,0,1280,0.00012575,reported,0
2026-09-22T21:06:52,A2,gpt5mini_low,A2__gpt5mini_low__off-01-run1__t1,agent,openai/gpt-5-mini,1591,28,0,1408,0.00013695,reported,0
2026-09-22T21:06:53,A2,gpt5mini_low,A2__gpt5mini_low__off-01-run1__t1,agent,openai/gpt-5-mini,1641,25,0,1536,0.00011465,reported,0
2026-09-22T21:12:11,A2,gpt4omini,A2__gpt4omini__lck-01-cor__t1,agent,openai/gpt-4o-mini,893,123,0,0,0.00020775,reported,0
2026-09-22T21:12:15,A2,gpt4omini,A2__gpt4omini__lck-01-cor__t1,agent,openai/gpt-4o-mini,1335,187,0,0,0.00031245,reported,0
2026-09-22T21:12:18,A2,gpt4omini,A2__gpt4omini__lh-01-pre__t1,agent,openai/gpt-4o-mini,928,167,0,0,0.0002394,reported,0
2026-09-22T21:12:20,A2,gpt4omini,A2__gpt4omini__lh-01-pre__t1,agent,openai/gpt-4o-mini,1579,88,0,1024,0.00021285,reported,0
2026-09-22T21:12:22,A2,gpt4omini,A2__gpt4omini__acc-01-pre__t1,agent,openai/gpt-4o-mini,880,75,0,0,0.000177,reported,0
2026-09-22T21:12:25,A2,gpt4omini,A2__gpt4omini__acc-01-pre__t1,agent,openai/gpt-4o-mini,1413,110,0,0,0.00027795,reported,0
2026-09-22T21:12:27,A2,gpt4omini,A2__gpt4omini__off-01-run1__t1,agent,openai/gpt-4o-mini,902,170,0,0,0.0002373,reported,0
2026-09-22T21:12:30,A2,gpt4omini,A2__gpt4omini__off-01-run1__t1,agent,openai/gpt-4o-mini,1587,89,0,1024,0.00021465,reported,0
2026-09-22T21:24:43,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-cor__t1,agent,openai/gpt-5-mini,1008,86,111,0,0.000424,reported,0
2026-09-22T21:24:45,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-cor__t1,agent,openai/gpt-5-mini,1110,27,0,0,0.0003315,reported,0
2026-09-22T21:24:46,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-cor__t1,agent,openai/gpt-5-mini,1220,26,0,1024,0.0001266,reported,0
2026-09-22T21:24:48,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-cor__t1,agent,openai/gpt-5-mini,1312,27,0,1152,0.0001228,reported,0
2026-09-22T21:24:49,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-cor__t1,agent,openai/gpt-5-mini,1387,28,0,1280,0.00011475,reported,0
2026-09-22T21:24:51,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-cor__t1,agent,openai/gpt-5-mini,1476,22,0,1280,0.000125,reported,0
2026-09-22T21:24:53,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-cor__t1,agent,openai/gpt-5-mini,1597,64,107,1408,0.00021045,reported,0
2026-09-22T21:25:04,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-cor__t1,agent,openai/gpt-5-mini,2029,622,192,1536,0.00140565,reported,0
2026-09-22T21:25:04,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-pre__t1,agent,openai/gpt-5-mini,1008,78,108,0,0.0,cache,1
2026-09-22T21:25:04,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-pre__t1,agent,openai/gpt-5-mini,1110,27,0,0,0.0,cache,1
2026-09-22T21:25:04,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-pre__t1,agent,openai/gpt-5-mini,1220,26,0,1024,0.0,cache,1
2026-09-22T21:25:04,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-pre__t1,agent,openai/gpt-5-mini,1312,27,0,1152,0.0,cache,1
2026-09-22T21:25:04,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-pre__t1,agent,openai/gpt-5-mini,1387,28,0,1280,0.0,cache,1
2026-09-22T21:25:04,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-pre__t1,agent,openai/gpt-5-mini,1476,63,108,1280,0.0,cache,1
2026-09-22T21:25:04,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-pre__t1,agent,openai/gpt-5-mini,1908,220,192,1408,0.0,cache,1
2026-09-22T21:25:04,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-01-pre__t1,agent,openai/gpt-5-mini,2029,613,256,1792,0.0,cache,1
2026-09-22T21:25:07,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-02-run1__t1,agent,openai/gpt-5-mini,1004,71,105,0,0.000393,reported,0
2026-09-22T21:25:08,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-02-run1__t1,agent,openai/gpt-5-mini,1103,25,0,0,0.00032575,reported,0
2026-09-22T21:25:10,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-02-run1__t1,agent,openai/gpt-5-mini,1193,26,0,1024,0.00011985,reported,0
2026-09-22T21:25:11,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-02-run1__t1,agent,openai/gpt-5-mini,1303,26,0,1152,0.00011855,reported,0
2026-09-22T21:25:13,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-02-run1__t1,agent,openai/gpt-5-mini,1376,27,0,1280,0.00011,reported,0
2026-09-22T21:25:14,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-02-run1__t1,agent,openai/gpt-5-mini,1463,25,0,1280,0.00012775,reported,0
2026-09-22T21:25:23,D4-1,opspilot_v1,D4-1__opspilot_v1__lh-02-run1__t1,agent,openai/gpt-5-mini,1544,533,256,1408,0.0011352,reported,0
2026-09-22T21:25:27,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-cor__t1,agent,openai/gpt-5-mini,977,73,103,0,0.00039025,reported,0
2026-09-22T21:25:28,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-cor__t1,agent,openai/gpt-5-mini,1393,26,0,0,0.00040025,reported,0
2026-09-22T21:25:30,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-cor__t1,agent,openai/gpt-5-mini,1494,27,0,1280,0.0001395,reported,0
2026-09-22T21:25:31,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-cor__t1,agent,openai/gpt-5-mini,1594,26,0,1408,0.0001337,reported,0
2026-09-22T21:25:33,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-cor__t1,agent,openai/gpt-5-mini,1694,27,0,1536,0.0001319,reported,0
2026-09-22T21:25:34,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-cor__t1,agent,openai/gpt-5-mini,1769,26,0,1664,0.00011985,reported,0
2026-09-22T21:25:48,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-cor__t1,agent,openai/gpt-5-mini,1890,852,384,1664,0.0018021,reported,0
2026-09-22T21:25:52,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-pre__t1,agent,openai/gpt-5-mini,977,58,0,0,0.00036025,reported,0
2026-09-22T21:25:53,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-pre__t1,agent,openai/gpt-5-mini,1078,27,0,0,0.0003235,reported,0
2026-09-22T21:25:54,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-pre__t1,agent,openai/gpt-5-mini,1178,26,0,1024,0.0001161,reported,0
2026-09-22T21:25:56,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-pre__t1,agent,openai/gpt-5-mini,1278,27,0,1152,0.0001143,reported,0
2026-09-22T21:25:57,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-pre__t1,agent,openai/gpt-5-mini,1353,26,0,1152,0.00013105,reported,0
2026-09-22T21:25:58,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-pre__t1,agent,openai/gpt-5-mini,1474,25,0,1280,0.0001305,reported,0
2026-09-22T21:26:03,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-pre__t1,agent,openai/gpt-5-mini,1890,255,192,1408,0.0006657,reported,0
2026-09-22T21:26:11,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-pre__t1,agent,openai/gpt-5-mini,2003,638,256,1792,0.00137355,reported,0
2026-09-22T21:26:11,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-run1__t1,agent,openai/gpt-5-mini,982,67,104,0,0.0,cache,1
2026-09-22T21:26:11,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-run1__t1,agent,openai/gpt-5-mini,1083,27,0,0,0.0,cache,1
2026-09-22T21:26:11,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-run1__t1,agent,openai/gpt-5-mini,1183,26,0,1024,0.0,cache,1
2026-09-22T21:26:11,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-run1__t1,agent,openai/gpt-5-mini,1283,27,0,1152,0.0,cache,1
2026-09-22T21:26:11,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-run1__t1,agent,openai/gpt-5-mini,1358,26,0,1152,0.0,cache,1
2026-09-22T21:26:11,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-run1__t1,agent,openai/gpt-5-mini,1479,22,0,1280,0.0,cache,1
2026-09-22T21:26:11,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-run1__t1,agent,openai/gpt-5-mini,1591,28,0,1408,0.0,cache,1
2026-09-22T21:26:11,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-run1__t1,agent,openai/gpt-5-mini,1641,25,0,1536,0.0,cache,1
2026-09-22T21:26:21,D4-1,opspilot_v1,D4-1__opspilot_v1__off-01-run1__t1,agent,openai/gpt-5-mini,2057,772,256,1536,0.00171265,reported,0
2026-09-22T21:26:25,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-cor__t1,agent,openai/gpt-5-mini,970,95,64,0,0.0004325,reported,0
2026-09-22T21:26:28,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-cor__t1,agent,openai/gpt-5-mini,1272,113,64,0,0.000544,reported,0
2026-09-22T21:26:29,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-cor__t1,agent,openai/gpt-5-mini,1387,22,0,1152,0.00013155,reported,0
2026-09-22T21:26:30,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-cor__t1,agent,openai/gpt-5-mini,1513,28,0,1280,0.00014625,reported,0
2026-09-22T21:26:38,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-cor__t1,agent,openai/gpt-5-mini,1563,563,320,1408,0.00119995,reported,0
2026-09-22T21:26:38,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-pre__t1,agent,openai/gpt-5-mini,960,60,108,0,0.0,cache,1
2026-09-22T21:26:38,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-pre__t1,agent,openai/gpt-5-mini,1262,171,128,0,0.0,cache,1
2026-09-22T21:26:38,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-pre__t1,agent,openai/gpt-5-mini,1388,27,0,1152,0.0,cache,1
2026-09-22T21:26:38,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-pre__t1,agent,openai/gpt-5-mini,1497,376,192,1280,0.0,cache,1
2026-09-22T21:26:38,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-run2__t1,agent,openai/gpt-5-mini,970,95,64,0,0.0,cache,1
2026-09-22T21:26:38,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-run2__t1,agent,openai/gpt-5-mini,1272,113,64,0,0.0,cache,1
2026-09-22T21:26:38,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-run2__t1,agent,openai/gpt-5-mini,1387,22,0,1152,0.0,cache,1
2026-09-22T21:26:38,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-run2__t1,agent,openai/gpt-5-mini,1513,28,0,1280,0.0,cache,1
2026-09-22T21:26:38,D4-1,opspilot_v1,D4-1__opspilot_v1__acc-01-run2__t1,agent,openai/gpt-5-mini,1563,563,320,1408,0.0,cache,1
2026-09-22T21:26:41,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-cor__t1,agent,openai/gpt-5-mini,959,70,109,0,0.00037975,reported,0
2026-09-22T21:26:44,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-cor__t1,agent,openai/gpt-5-mini,1256,89,64,0,0.000492,reported,0
2026-09-22T21:26:46,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-cor__t1,agent,openai/gpt-5-mini,1383,23,0,1152,0.00013255,reported,0
2026-09-22T21:26:51,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-cor__t1,agent,openai/gpt-5-mini,1461,390,128,1280,0.00085725,reported,0
2026-09-22T21:26:54,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-pre__t1,agent,openai/gpt-5-mini,954,97,64,0,0.0004325,reported,0
2026-09-22T21:26:57,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-pre__t1,agent,openai/gpt-5-mini,1251,59,109,0,0.00043075,reported,0
2026-09-22T21:26:58,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-pre__t1,agent,openai/gpt-5-mini,1378,23,0,1152,0.0001313,reported,0
2026-09-22T21:27:03,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-pre__t1,agent,openai/gpt-5-mini,1457,334,128,1280,0.00074425,reported,0
2026-09-22T21:27:03,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-run1__t1,agent,openai/gpt-5-mini,959,70,109,0,0.0,cache,1
2026-09-22T21:27:03,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-run1__t1,agent,openai/gpt-5-mini,1256,89,64,0,0.0,cache,1
2026-09-22T21:27:03,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-run1__t1,agent,openai/gpt-5-mini,1383,23,0,1152,0.0,cache,1
2026-09-22T21:27:09,D4-1,opspilot_v1,D4-1__opspilot_v1__hld-01-run1__t1,agent,openai/gpt-5-mini,1461,399,128,1408,0.00084645,reported,0
2026-09-22T21:27:11,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-cor__t1,agent,openai/gpt-5-mini,978,73,0,0,0.0003905,reported,0
2026-09-22T21:27:14,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-cor__t1,agent,openai/gpt-5-mini,1313,72,106,0,0.00047225,reported,0
2026-09-22T21:27:16,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-cor__t1,agent,openai/gpt-5-mini,1416,27,0,1280,0.00012,reported,0
2026-09-22T21:27:17,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-cor__t1,agent,openai/gpt-5-mini,1538,28,0,1280,0.0001525,reported,0
2026-09-22T21:27:19,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-cor__t1,agent,openai/gpt-5-mini,1649,27,0,1408,0.00014945,reported,0
2026-09-22T21:27:26,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-cor__t1,agent,openai/gpt-5-mini,1744,312,256,1536,0.0007144,reported,0
2026-09-22T21:27:34,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-cor__t1,agent,openai/gpt-5-mini,1860,642,192,1664,0.0013746,reported,0
2026-09-22T21:27:37,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-pre__t1,agent,openai/gpt-5-mini,978,56,109,0,0.0003565,reported,0
2026-09-22T21:27:40,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-pre__t1,agent,openai/gpt-5-mini,1313,62,102,0,0.00045225,reported,0
2026-09-22T21:27:41,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-pre__t1,agent,openai/gpt-5-mini,1416,22,0,1280,0.00011,reported,0
2026-09-22T21:27:42,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-pre__t1,agent,openai/gpt-5-mini,1496,27,0,1280,0.00014,reported,0
2026-09-22T21:27:44,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-pre__t1,agent,openai/gpt-5-mini,1618,28,0,1408,0.0001437,reported,0
2026-09-22T21:27:45,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-pre__t1,agent,openai/gpt-5-mini,1729,27,0,1536,0.00014065,reported,0
2026-09-22T21:27:49,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-pre__t1,agent,openai/gpt-5-mini,1824,197,128,1664,0.0004756,reported,0
2026-09-22T21:27:58,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-pre__t1,agent,openai/gpt-5-mini,1940,612,256,1792,0.0013058,reported,0
2026-09-22T21:27:58,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-run3__t1,agent,openai/gpt-5-mini,978,73,0,0,0.0,cache,1
2026-09-22T21:27:58,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-run3__t1,agent,openai/gpt-5-mini,1313,72,106,0,0.0,cache,1
2026-09-22T21:27:58,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-run3__t1,agent,openai/gpt-5-mini,1416,27,0,1280,0.0,cache,1
2026-09-22T21:28:01,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-run3__t1,agent,openai/gpt-5-mini,1501,96,64,0,0.00056725,reported,0
2026-09-22T21:28:02,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-run3__t1,agent,openai/gpt-5-mini,1612,27,0,0,0.000457,reported,0
2026-09-22T21:28:12,D4-1,opspilot_v1,D4-1__opspilot_v1__lst-01-run3__t1,agent,openai/gpt-5-mini,1707,878,256,0,0.00218275,reported,0
2026-09-22T21:28:12,D4-1,opspilot_v1,D4-1__opspilot_v1__lck-01-cor__t1,agent,openai/gpt-5-mini,973,77,113,0,0.0,cache,1
2026-09-22T21:28:12,D4-1,opspilot_v1,D4-1__opspilot_v1__lck-01-cor__t1,agent,openai/gpt-5-mini,1080,26,0,0,0.0,cache,1
2026-09-22T21:28:12,D4-1,opspilot_v1,D4-1__opspilot_v1__lck-01-cor__t1,agent,openai/gpt-5-mini,1181,45,96,1024,0.0,cache,1
